net,length_um
_05426_,28.76
_04416_,28.74
_04615_,28.7
_04695_,28.7
_05428_,28.68
_00523_,28.67
_03747_,28.63
_03896_,28.62
_01514_,28.54
_00718_,28.52
_01155_,28.52
_04107_,28.48
_03860_,28.46
_04949_,28.44
_00169_,28.38
_02596_,28.38
_03105_,28.37
_02553_,28.36
_04409_,28.36
_04224_,28.32
_00290_,28.28
_01817_,28.28
_02450_,28.26
_04459_,28.26
_01301_,28.245
_00849_,28.24
_04360_,28.24
_00385_,28.22
_05666_,28.16
_04011_,28.12
_00211_,28.1
_02224_,28.1
_03512_,28.05
_02309_,28.04
_02731_,28.04
_03304_,28.04
_00209_,28.03
_01380_,28.02
_04436_,28.02
_00310_,28
_00174_,27.94
_04319_,27.94
_01075_,27.92
_05684_,27.92
_00962_,27.88
_05456_,27.82
_05578_,27.82
_01969_,27.72
_02901_,27.72
_03519_,27.72
_05107_,27.7
_05348_,27.68
_02087_,27.64
_03817_,27.62
_03920_,27.62
_05513_,27.61
_01471_,27.56
_03830_,27.56
_00774_,27.5
_00040_,27.49
_02339_,27.48
_00905_,27.46
_03002_,27.46
_04875_,27.46
_00024_,27.44
_00961_,27.42
_04198_,27.4
_00279_,27.38
_05650_,27.38
_03163_,27.365
_03904_,27.34
_04868_,27.33
_02213_,27.32
_02042_,27.26
_01917_,27.24
_03929_,27.235
net104,27.22
_00367_,27.2
_03485_,27.16
_01390_,27.14
_01596_,27.14
_01654_,27.08
_00231_,27.06
_02005_,27.04
_04813_,27.04
_04180_,27.02
_02950_,27
_04867_,27
_04429_,26.995
_00436_,26.98
_03592_,26.98
_05448_,26.98
_00126_,26.96
_00645_,26.88
_04350_,26.88
_04679_,26.86
_03459_,26.84
_03606_,26.82
_01095_,26.8
_03005_,26.8
_04131_,26.78
_01403_,26.775
_05529_,26.76
_01431_,26.74
_04250_,26.74
_04423_,26.74
_02998_,26.72
_03705_,26.72
_01933_,26.715
_00266_,26.64
_02150_,26.64
_02201_,26.62
_03388_,26.62
_04721_,26.62
_04789_,26.62
_02527_,26.6
_01842_,26.58
_03562_,26.575
_00026_,26.56
_00210_,26.56
_04092_,26.56
_02392_,26.52
_02817_,26.52
_05571_,26.52
_02202_,26.48
_03350_,26.48
_04176_,26.475
_02218_,26.46
_04526_,26.44
_03049_,26.42
_03514_,26.42
_05556_,26.42
_01339_,26.38
_02145_,26.36
_02679_,26.36
_04194_,26.34
_02117_,26.33
_00347_,26.31
_00862_,26.3
_02887_,26.28
_03073_,26.28
_04122_,26.28
_04288_,26.28
_03269_,26.26
_02162_,26.2
_00783_,26.18
_02778_,26.155
_00309_,26.14
_02372_,26.12
_02264_,26.1
_04008_,26.1
_04438_,26.06
_01158_,26.04
_02002_,26.01
_00106_,25.96
_00731_,25.95
_00255_,25.94
_04117_,25.94
_04161_,25.9
_02010_,25.86
_02892_,25.86
_00012_,25.825
net142,25.82
_00383_,25.78
_03811_,25.78
_01871_,25.76
_03567_,25.76
_03381_,25.705
_01305_,25.7
_02736_,25.68
_05329_,25.68
_03044_,25.67
_00107_,25.66
_01012_,25.64
_04203_,25.62
_05140_,25.62
_03240_,25.58
_01594_,25.56
_00398_,25.52
_03886_,25.5
_02359_,25.46
_00932_,25.44
_01065_,25.44
_03320_,25.44
_05325_,25.44
_03637_,25.4
_02284_,25.36
_04702_,25.36
_01672_,25.31
_00324_,25.3
_00719_,25.3
_04343_,25.3
_05202_,25.3
_03935_,25.28
_04371_,25.28
_01947_,25.26
_04286_,25.26
_04826_,25.26
_03153_,25.24
_03358_,25.22
_03644_,25.22
_05190_,25.14
_00217_,25.1
_02575_,25.08
_03897_,25.08
_01745_,25.06
_04211_,25.06
_03390_,25.04
_05576_,25.02
_02872_,25
_01383_,24.98
_02480_,24.98
_03428_,24.98
_05403_,24.98
_00117_,24.975
_03764_,24.96
_03745_,24.94
_04749_,24.94
_02280_,24.92
_02780_,24.92
_01425_,24.9
_03721_,24.88
_03879_,24.88
_01176_,24.86
_02819_,24.84
_03516_,24.825
_00584_,24.8
_00787_,24.8
_05016_,24.78
_02836_,24.76
_05272_,24.76
_00536_,24.74
_05334_,24.74
_00030_,24.72
_02220_,24.72
_02067_,24.69
_01262_,24.68
_00223_,24.66
_04049_,24.6
_05661_,24.6
_02015_,24.56
_02992_,24.56
_03949_,24.54
_00163_,24.52
_01821_,24.505
_03986_,24.5
_02989_,24.48
_05474_,24.48
_02870_,24.46
_04358_,24.46
_00020_,24.44
_05516_,24.44
_03165_,24.42
_02619_,24.4
_00673_,24.39
_04494_,24.38
_05439_,24.38
_01473_,24.37
_02603_,24.34
_02212_,24.32
_03581_,24.32
_01098_,24.3
_04605_,24.3
_04086_,24.295
_04356_,24.28
_04616_,24.28
_02486_,24.26
_04871_,24.26
_01559_,24.24
_03214_,24.24
_00648_,24.23
_01834_,24.23
_05634_,24.22
_02693_,24.2
_04453_,24.2
_04623_,24.18
_04792_,24.18
_04577_,24.16
_04700_,24.14
_01300_,24.08
_02140_,24.08
_01797_,24.04
_04427_,24.04
_05176_,24
_04627_,23.98
_03167_,23.96
_00449_,23.94
_01433_,23.92
_00845_,23.86
_02772_,23.86
_02362_,23.84
_04569_,23.84
_04133_,23.82
_05646_,23.82
_00049_,23.8
_01046_,23.8
_03915_,23.8
_02016_,23.79
_01843_,23.74
_03903_,23.72
_04062_,23.7
_01487_,23.66
_03017_,23.66
_03571_,23.66
_01936_,23.62
_04773_,23.62
_04808_,23.62
_03481_,23.6
_01638_,23.59
_01016_,23.58
_05604_,23.58
_04608_,23.56
_01165_,23.48
_02546_,23.48
_05079_,23.48
_04108_,23.46
_02777_,23.44
_04947_,23.43
_01532_,23.42
_04004_,23.42
_00260_,23.4
_00806_,23.4
_01895_,23.4
_04710_,23.4
_05213_,23.4
_01068_,23.38
_01413_,23.37
_02344_,23.36
_00501_,23.34
_02075_,23.32
_03848_,23.32
_03881_,23.32
_04123_,23.3
_00112_,23.28
_04610_,23.25
_00460_,23.22
_04621_,23.22
_05005_,23.21
_01077_,23.2
_02314_,23.2
_02567_,23.2
_00585_,23.18
_02021_,23.18
_04474_,23.18
_04809_,23.18
_04965_,23.16
_04539_,23.14
_04533_,23.135
_03971_,23.12
_02652_,23.1
_05138_,23.1
_02928_,23.08
_05279_,23.07
_03299_,23.06
_04521_,23.06
_04685_,23.02
_00520_,23.01
_03719_,22.98
_03352_,22.97
_03950_,22.965
_04500_,22.96
_00014_,22.94
_03768_,22.94
_03976_,22.94
_02885_,22.92
_00457_,22.88
_04354_,22.88
_01504_,22.84
_02371_,22.84
_03741_,22.815
_03442_,22.72
_04978_,22.72
_04143_,22.64
_05450_,22.64
_02012_,22.635
_02766_,22.6
_03825_,22.6
_05040_,22.6
net190,22.6
_00131_,22.58
_02568_,22.58
_02656_,22.58
_05605_,22.58
_03205_,22.56
_01045_,22.54
_03392_,22.54
net189,22.54
_03068_,22.52
_01459_,22.5
_02092_,22.5
_03282_,22.5
_05299_,22.5
_00066_,22.48
_01513_,22.475
_00121_,22.46
_00307_,22.46
_04825_,22.46
_00453_,22.44
_03916_,22.44
_03923_,22.44
_04124_,22.44
_01485_,22.435
_02896_,22.4
_05415_,22.4
_03783_,22.38
_04728_,22.38
_05224_,22.38
_01049_,22.34
_04507_,22.31
_01129_,22.3
_04476_,22.25
_00123_,22.24
_04787_,22.2
_02217_,22.18
_01010_,22.17
_02203_,22.12
_04126_,22.12
_04401_,22.1
_03300_,22.04
_02103_,22.02
_02706_,22.02
_04366_,22.02
_01423_,21.99
_03651_,21.98
_04938_,21.98
_01377_,21.96
_03766_,21.96
_04425_,21.96
_04761_,21.96
_02769_,21.92
_03816_,21.92
_04222_,21.92
_04597_,21.92
net143,21.92
_02216_,21.9
_05249_,21.86
_01310_,21.84
_02511_,21.84
_00140_,21.8
_00331_,21.8
_05339_,21.78
_02123_,21.77
_01585_,21.76
_00417_,21.74
_04475_,21.7
_01115_,21.68
_05173_,21.68
_04081_,21.64
_01883_,21.62
_04291_,21.62
_02147_,21.58
_02365_,21.58
_03054_,21.58
mcand[24],21.58
_03528_,21.56
_01162_,21.54
_00735_,21.52
_01913_,21.52
_02233_,21.52
_02168_,21.5
_02882_,21.5
_00477_,21.48
_02782_,21.475
_01011_,21.46
_05564_,21.44
_00333_,21.42
_02026_,21.42
_03280_,21.42
_03008_,21.4
_05347_,21.38
_02277_,21.36
_04017_,21.36
_05558_,21.35
_00575_,21.34
_01138_,21.34
_02816_,21.34
_03582_,21.34
_04316_,21.32
_05048_,21.3
_05519_,21.3
_00715_,21.28
net169,21.28
_02622_,21.26
_03619_,21.26
_01161_,21.22
_02544_,21.2
_00221_,21.16
_00365_,21.16
_02225_,21.16
_02856_,21.16
_00265_,21.14
_00060_,21.12
_01271_,21.12
_01870_,21.12
_05355_,21.12
_05178_,21.115
_00454_,21.08
_02538_,21.08
_01704_,21.06
_00864_,21.02
_02523_,21.02
_04720_,21.02
_02120_,21
_04820_,21
_04441_,20.98
_05223_,20.98
_00109_,20.96
_01285_,20.96
_04363_,20.96
_04517_,20.96
_01126_,20.94
_01892_,20.92
_00928_,20.9
_01789_,20.88
_04175_,20.88
_02674_,20.86
_04689_,20.855
_02907_,20.82
_03743_,20.79
_00386_,20.78
_01885_,20.78
_02313_,20.78
_02848_,20.78
_03729_,20.78
_01656_,20.76
_02808_,20.76
_02670_,20.75
_00465_,20.74
_02402_,20.74
_02841_,20.715
_04780_,20.7
_04246_,20.68
net146,20.68
_00267_,20.66
_00555_,20.66
_02130_,20.64
_01714_,20.62
_04183_,20.62
_04220_,20.62
_00069_,20.6
_00967_,20.6
_03340_,20.58
_00018_,20.56
_01609_,20.56
_04009_,20.56
_04339_,20.56
_04422_,20.54
_02312_,20.52
_00113_,20.51
_02266_,20.5
_04651_,20.5
_00517_,20.46
_03880_,20.46
_02334_,20.455
_05369_,20.44
_00404_,20.42
_02276_,20.42
_01461_,20.4
_03196_,20.4
_02316_,20.39
_01230_,20.38
_02165_,20.36
_04501_,20.36
_05611_,20.36
_03794_,20.34
_05473_,20.34
_02727_,20.32
net130,20.3
_02565_,20.28
_03333_,20.26
_02724_,20.24
_03346_,20.24
_03633_,20.22
_01406_,20.2
_03154_,20.2
_05103_,20.2
_01183_,20.18
_02297_,20.18
_01882_,20.16
_03730_,20.16
_03838_,20.16
_01003_,20.155
_01995_,20.14
_02338_,20.14
_03859_,20.135
_00490_,20.12
_03417_,20.12
_02739_,20.1
_03851_,20.06
_04714_,20.05
_00521_,20
_01319_,20
_02391_,20
_02708_,20
_03266_,20
_05643_,20
_00277_,19.98
_02697_,19.98
_03364_,19.96
_01443_,19.94
_02033_,19.94
_03183_,19.94
_03256_,19.935
_02066_,19.92
_05246_,19.92
_01035_,19.9
_01266_,19.9
_02346_,19.88
_03315_,19.88
_04412_,19.87
_00722_,19.86
_01296_,19.84
_01652_,19.825
_00202_,19.82
_01624_,19.82
_01639_,19.8
_03097_,19.8
_04602_,19.8
_04794_,19.8
_04928_,19.78
_03048_,19.76
_04106_,19.76
_01013_,19.74
_02803_,19.74
_02119_,19.73
_04776_,19.72
_00215_,19.7
_01492_,19.68
_01830_,19.68
_02172_,19.68
_04503_,19.68
_05503_,19.68
_02771_,19.66
_05499_,19.66
_02854_,19.62
_01232_,19.6
_01537_,19.6
_03680_,19.585
_04704_,19.58
_00729_,19.56
_01101_,19.56
_03822_,19.56
_03810_,19.555
_02336_,19.54
_05085_,19.54
_00935_,19.52
_03679_,19.52
_01911_,19.5
_03998_,19.5
_01264_,19.48
_01330_,19.48
_03529_,19.46
_00857_,19.44
_03058_,19.42
_03330_,19.42
_04016_,19.42
net136,19.4
_03891_,19.39
_03887_,19.35
_01660_,19.34
_02691_,19.34
_02927_,19.32
_00368_,19.3
_02647_,19.3
_04932_,19.3
_02074_,19.29
_01228_,19.28
_03770_,19.28
_04443_,19.26
_05362_,19.25
_03464_,19.24
_05000_,19.24
_04292_,19.22
_04814_,19.22
_01340_,19.16
_05306_,19.16
_05568_,19.16
_05354_,19.14
_01548_,19.12
_03258_,19.12
_04382_,19.12
_04213_,19.1
_02343_,19.08
_04006_,19.08
_00680_,19.06
_02132_,19.06
_02828_,19.06
_00587_,19.04
_03951_,19.03
_01968_,19.02
_05186_,19.02
_02634_,19
_04554_,19
_05312_,19
_02784_,18.98
_01599_,18.96
_01806_,18.96
_04119_,18.96
_04321_,18.96
_05253_,18.96
_01017_,18.94
_02022_,18.94
_03580_,18.94
_03496_,18.92
_03543_,18.9
_02191_,18.895
_00976_,18.88
_03938_,18.86
_01649_,18.85
_02680_,18.84
_05653_,18.84
_01727_,18.83
_00683_,18.82
_01265_,18.82
_02115_,18.82
_02298_,18.82
_04303_,18.82
_00524_,18.8
_04336_,18.8
_03103_,18.78
_04472_,18.76
_02118_,18.74
_00886_,18.7
_03683_,18.7
product[44],18.7
_01450_,18.68
_00728_,18.66
_01024_,18.66
_03756_,18.66
_03778_,18.64
_04465_,18.64
_02974_,18.62
_03380_,18.62
_04967_,18.62
_05455_,18.62
_05010_,18.6
_00696_,18.58
_02637_,18.58
_03836_,18.58
_04359_,18.58
_05357_,18.58
_02493_,18.54
_01386_,18.52
_03908_,18.52
_04061_,18.52
_04344_,18.52
_00579_,18.51
_00867_,18.5
net131,18.5
_02994_,18.48
_04253_,18.48
_03646_,18.46
_03661_,18.46
_05515_,18.46
_02740_,18.44
_03257_,18.44
_03318_,18.44
_01444_,18.42
_02618_,18.42
_02965_,18.42
_05314_,18.42
_05351_,18.42
_02851_,18.38
_04687_,18.38
_01686_,18.36
_03050_,18.36
_02207_,18.34
_02566_,18.34
_03369_,18.34
_00251_,18.32
_01421_,18.32
_05142_,18.32
_05629_,18.315
_04955_,18.3
_00376_,18.28
_00944_,18.28
_01267_,18.28
_03252_,18.28
_02260_,18.27
_02124_,18.26
_03371_,18.26
_02433_,18.24
_02742_,18.24
_04300_,18.24
_04419_,18.24
_05007_,18.22
_02673_,18.2
_05678_,18.2
_03697_,18.18
_00352_,18.16
_03984_,18.14
_05496_,18.14
_00671_,18.12
_04644_,18.12
_05183_,18.12
_02659_,18.11
_02195_,18.1
_02463_,18.1
_02852_,18.1
_03612_,18.1
net149,18.1
_00752_,18.085
_02534_,18.06
_04444_,18.06
_05349_,18.06
_01290_,18.04
_01823_,18.04
_02261_,18.04
_01106_,18.03
_01227_,18.02
_02333_,18.02
_00013_,18.01
_00072_,18
_01756_,17.98
_03137_,17.98
_03740_,17.98
_04377_,17.98
_05660_,17.98
_05381_,17.97
_01627_,17.96
_04125_,17.96
_04313_,17.96
_00257_,17.955
_04391_,17.94
_02505_,17.92
_02711_,17.92
_04869_,17.92
_01928_,17.915
_00574_,17.9
_01520_,17.9
_03411_,17.9
_03850_,17.9
_00606_,17.88
_04588_,17.88
_04290_,17.86
_00720_,17.84
_01863_,17.84
_02987_,17.84
_03016_,17.84
_00599_,17.82
_00807_,17.82
_02303_,17.82
_04553_,17.82
_04681_,17.82
_04845_,17.82
_03260_,17.8
_00486_,17.78
_05612_,17.78
_02083_,17.72
_02658_,17.72
_03453_,17.72
_05101_,17.72
_01776_,17.7
_04111_,17.7
_01453_,17.68
_04492_,17.68
net68,17.68
_00706_,17.66
_01324_,17.66
_02151_,17.66
_00513_,17.64
_04555_,17.64
_04751_,17.64
_00218_,17.62
_00818_,17.62
_03429_,17.62
_03535_,17.62
_04527_,17.6
_02807_,17.58
_04217_,17.58
_04113_,17.575
_00998_,17.56
_04068_,17.56
_00114_,17.54
_00261_,17.54
_04433_,17.54
_01847_,17.53
_00549_,17.52
_04188_,17.52
_00326_,17.5
_01622_,17.5
_03042_,17.5
_03409_,17.5
_00543_,17.48
_02307_,17.48
_03602_,17.46
_04023_,17.44
_05520_,17.435
_03973_,17.43
_01307_,17.42
_02737_,17.42
_00600_,17.4
_03901_,17.4
_04346_,17.4
_05490_,17.4
_01261_,17.38
_01567_,17.38
_00159_,17.36
_00979_,17.36
_04251_,17.36
_05521_,17.36
_02265_,17.34
_04576_,17.325
_02586_,17.32
_05211_,17.32
_05394_,17.32
_00141_,17.3
_00363_,17.3
_00788_,17.3
_02456_,17.3
_04849_,17.3
_05095_,17.3
_05154_,17.3
_05252_,17.3
_01096_,17.29
_03623_,17.28
_04332_,17.28
_02681_,17.27
_00943_,17.26
_02683_,17.24
_04449_,17.24
_03787_,17.225
_00405_,17.22
_01644_,17.22
_00420_,17.2
_00838_,17.2
_02389_,17.2
_02023_,17.18
_04244_,17.18
_01207_,17.16
_02190_,17.16
_03934_,17.16
_01474_,17.14
_02086_,17.14
_00733_,17.12
_00103_,17.1
_04010_,17.1
_00203_,17.08
_00219_,17.08
_00697_,17.08
_01547_,17.08
_05562_,17.08
_01143_,17.06
_01697_,17.06
_01740_,17.06
_02822_,17.06
_02884_,17.06
_03232_,17.06
_04480_,17.06
_01877_,17.02
_04657_,17.02
_02789_,17
_01234_,16.98
_01710_,16.98
_03277_,16.98
_03484_,16.98
_00181_,16.96
_02792_,16.96
_03351_,16.96
_05123_,16.96
_03883_,16.94
_04663_,16.94
_04019_,16.935
_03368_,16.92
_04003_,16.91
_00502_,16.9
_01081_,16.9
_03534_,16.9
_05421_,16.9
_00381_,16.89
_00844_,16.88
_02144_,16.88
_03884_,16.88
_03067_,16.86
_01701_,16.84
_01043_,16.82
_03116_,16.82
_00044_,16.78
_01905_,16.78
_03108_,16.78
_05285_,16.78
_00633_,16.76
_04927_,16.76
_05081_,16.76
_03748_,16.74
_02662_,16.72
_01477_,16.7
_02519_,16.7
_03761_,16.7
_03931_,16.68
_04005_,16.68
_04625_,16.68
_05482_,16.68
_00134_,16.66
_04127_,16.66
_04523_,16.66
_00580_,16.64
_01179_,16.64
_01665_,16.64
_03197_,16.64
_03375_,16.64
_04628_,16.64
_04686_,16.64
_05614_,16.64
_03286_,16.62
_03107_,16.6
_01412_,16.58
_02317_,16.58
_00196_,16.56
_05667_,16.56
_01292_,16.54
_01992_,16.54
_03461_,16.52
_04002_,16.52
_05062_,16.52
_05326_,16.52
_05493_,16.52
_04104_,16.51
_00811_,16.49
_00909_,16.48
_01133_,16.48
_03319_,16.48
_03455_,16.48
_04395_,16.48
_05251_,16.46
_05699_,16.46
_01439_,16.43
_00566_,16.4
_02643_,16.4
_03899_,16.395
_00108_,16.38
_01820_,16.36
_02341_,16.36
_02973_,16.36
_03650_,16.36
_04342_,16.36
_02536_,16.355
_00773_,16.35
_00101_,16.34
_03159_,16.34
_05175_,16.34
_05668_,16.34
_03078_,16.335
_01833_,16.32
_02073_,16.32
_03344_,16.32
_01462_,16.3
_02340_,16.3
_03944_,16.3
_05390_,16.3
_02617_,16.28
_00222_,16.26
_00393_,16.26
_02918_,16.26
_03199_,16.26
_00897_,16.255
_02741_,16.25
_00746_,16.24
_01418_,16.24
_03631_,16.24
_05690_,16.22
_01429_,16.2
_05404_,16.18
_00225_,16.16
_02183_,16.16
_04855_,16.16
_03289_,16.14
_01263_,16.12
_01467_,16.12
_05203_,16.11
_00431_,16.1
_01363_,16.1
_01777_,16.1
_03723_,16.1
_05582_,16.1
_05595_,16.08
_02875_,16.06
_02940_,16.06
_03527_,16.06
_05537_,16.06
_04172_,16.04
_05068_,16.04
_01136_,16.02
_04450_,16.02
_01688_,16
_01890_,16
_01593_,15.99
_00539_,15.98
_02193_,15.98
_03726_,15.98
_04279_,15.98
_05255_,15.98
_02089_,15.96
_00872_,15.94
_04696_,15.94
_03548_,15.86
_02209_,15.84
product[60],15.84
_01318_,15.82
_03261_,15.82
_05271_,15.8
_05356_,15.8
_00982_,15.78
_01295_,15.78
_03707_,15.78
_01235_,15.76
net139,15.75
_01182_,15.74
_04817_,15.74
_00999_,15.72
_02779_,15.72
_03262_,15.72
_04404_,15.72
net207,15.72
_04167_,15.715
_03913_,15.71
_00804_,15.7
_03345_,15.7
_04568_,15.7
_04759_,15.7
_02898_,15.69
_01289_,15.68
_03326_,15.68
_04823_,15.68
_04980_,15.68
_00793_,15.66
_01116_,15.66
_01137_,15.66
_02977_,15.66
_03383_,15.64
_03560_,15.64
_04093_,15.64
_04295_,15.62
_04532_,15.62
_00071_,15.6
_00910_,15.6
_03513_,15.6
_00098_,15.58
_00541_,15.58
_01066_,15.58
_02799_,15.58
_04653_,15.58
_00948_,15.56
_02564_,15.56
_03659_,15.56
_04601_,15.54
_01102_,15.52
_02367_,15.52
_03725_,15.52
_00694_,15.5
_00931_,15.5
_01402_,15.5
_01859_,15.5
_04361_,15.5
_00571_,15.485
_00435_,15.48
_02481_,15.48
_03724_,15.46
_04785_,15.46
_02330_,15.44
_03314_,15.44
_03870_,15.44
_04451_,15.44
mplier[12],15.44
_01334_,15.42
_04783_,15.42
_05276_,15.42
_04854_,15.405
_00779_,15.4
_04340_,15.4
product[42],15.4
_01511_,15.38
_03533_,15.38
_01210_,15.36
_01316_,15.36
_02909_,15.36
_03550_,15.36
_03898_,15.36
_04237_,15.36
_04565_,15.36
_01029_,15.355
_00984_,15.34
_03902_,15.34
_04349_,15.34
net154,15.34
_00378_,15.32
_00959_,15.32
_02164_,15.32
_03687_,15.32
_02332_,15.3
_00669_,15.28
_02308_,15.28
_02446_,15.28
_02524_,15.28
_05376_,15.28
_01997_,15.27
_04212_,15.26
_02116_,15.255
_01509_,15.24
_03488_,15.24
_04755_,15.24
_05501_,15.24
_01633_,15.22
_01993_,15.22
_03275_,15.22
_01238_,15.2
_02888_,15.2
_02166_,15.18
_03591_,15.18
_04140_,15.18
_04853_,15.18
_05572_,15.18
_02148_,15.16
_02353_,15.16
_02599_,15.16
_03001_,15.16
_04132_,15.16
_01369_,15.15
_01117_,15.14
_01364_,15.14
_01734_,15.14
_03281_,15.14
_05166_,15.14
_05414_,15.14
_00227_,15.12
_04906_,15.115
_04215_,15.11
_00021_,15.1
_02288_,15.1
_04630_,15.1
_05594_,15.1
_00212_,15.08
_00863_,15.08
_02863_,15.08
_04267_,15.08
_05608_,15.08
_01747_,15.07
_00317_,15.06
_02290_,15.04
_02985_,15.04
_00136_,15.02
_00401_,15.02
_01157_,15.02
_05569_,15.02
_03737_,15.015
_03113_,15
net214,15
_00160_,14.98
_00703_,14.98
_04322_,14.98
_05538_,14.98
_01361_,14.96
_01401_,14.96
_01637_,14.96
_02006_,14.96
_03596_,14.955
_01813_,14.94
_02126_,14.94
_04269_,14.94
_03467_,14.93
_00288_,14.92
_03608_,14.92
_04733_,14.92
_00281_,14.9
_01901_,14.9
_04355_,14.9
_04271_,14.89
_00916_,14.88
_03820_,14.88
_05093_,14.88
_05584_,14.88
_00503_,14.86
_01811_,14.86
_02853_,14.86
_04082_,14.86
_00820_,14.84
_03441_,14.84
_05198_,14.84
_05500_,14.84
_02690_,14.82
mcand[20],14.82
_00027_,14.78
_01810_,14.78
_01932_,14.78
_02329_,14.78
_03892_,14.78
_03279_,14.76
_03600_,14.76
_03779_,14.76
_04240_,14.76
_01297_,14.75
_05672_,14.74
_02267_,14.72
_00564_,14.7
_03799_,14.68
_04357_,14.68
_05156_,14.68
_04774_,14.67
_00445_,14.66
_00613_,14.66
_02805_,14.66
_01167_,14.65
_03515_,14.64
_03678_,14.64
_04001_,14.64
_04719_,14.64
_00214_,14.62
_04067_,14.62
_01069_,14.605
_01276_,14.6
_01646_,14.6
_05099_,14.6
_03865_,14.58
_01308_,14.575
_01086_,14.56
_01494_,14.56
_01663_,14.56
_04659_,14.56
_04675_,14.56
_05028_,14.56
_00497_,14.54
_00880_,14.54
_03604_,14.54
_04066_,14.535
_03957_,14.52
_03969_,14.52
_00382_,14.51
_00778_,14.5
_05616_,14.5
_05694_,14.5
_00596_,14.48
_01121_,14.48
_01799_,14.48
_02483_,14.48
_03028_,14.48
_02494_,14.47
_02240_,14.46
_05268_,14.46
_00130_,14.45
_01209_,14.45
_03498_,14.44
_04276_,14.44
_04489_,14.44
_04758_,14.44
_00022_,14.42
_01191_,14.42
_04274_,14.42
_05483_,14.42
_02485_,14.405
_01258_,14.4
_01642_,14.4
_02187_,14.4
_03494_,14.4
_03857_,14.4
_01841_,14.38
_02709_,14.38
_03937_,14.38
_05316_,14.38
_05434_,14.38
net141,14.38
_01549_,14.37
_02563_,14.36
_05514_,14.36
_03445_,14.355
_00245_,14.32
_00531_,14.32
_01166_,14.32
_01226_,14.32
_03909_,14.32
_03964_,14.32
_05259_,14.315
_01983_,14.31
_04134_,14.31
_01779_,14.3
_03139_,14.3
_04079_,14.3
_04482_,14.3
_04099_,14.29
_00588_,14.28
_01687_,14.28
_03469_,14.28
_03642_,14.28
_01283_,14.26
_02109_,14.26
_02335_,14.26
_02908_,14.26
_03020_,14.26
_04197_,14.26
_05406_,14.26
_05633_,14.26
_02685_,14.24
_00725_,14.22
_05506_,14.22
_00890_,14.18
_01835_,14.18
_02995_,14.18
_03593_,14.18
_04245_,14.18
net170,14.18
net202,14.18
_02258_,14.16
_04876_,14.16
_01881_,14.155
_00327_,14.14
_02289_,14.14
_03813_,14.14
_04078_,14.14
_04033_,14.135
_00755_,14.12
_00647_,14.1
_01840_,14.1
_02605_,14.1
_03554_,14.1
_05385_,14.1
_01571_,14.08
_01956_,14.08
_05004_,14.08
_01244_,14.06
_01343_,14.06
_01822_,14.06
_03334_,14.06
_03784_,14.06
_04097_,14.055
_00009_,14.04
_02291_,14.04
_02650_,14.04
_02275_,14.02
_02988_,14.02
_03009_,14.02
_02869_,14
_03135_,14
product[46],14
_03181_,13.99
_00936_,13.98
_01970_,13.98
_02167_,13.98
_01692_,13.96
_04757_,13.96
_00090_,13.94
_00115_,13.92
_00947_,13.92
_05191_,13.92
_01044_,13.9
_01168_,13.9
_01272_,13.9
_03558_,13.9
_03852_,13.9
_04394_,13.9
_04847_,13.9
_05397_,13.9
_03174_,13.89
_04310_,13.89
_01454_,13.88
_02194_,13.88
_02414_,13.88
_05561_,13.88
_03335_,13.86
net213,13.86
_00785_,13.84
_01874_,13.84
_05046_,13.84
_05632_,13.84
_00512_,13.82
_00956_,13.82
_01435_,13.82
_00341_,13.8
_03361_,13.8
_05150_,13.8
_04208_,13.795
_00070_,13.78
_04819_,13.78
_03911_,13.77
_01556_,13.76
_02648_,13.76
_00175_,13.74
_00335_,13.74
_01341_,13.74
_01608_,13.74
_00198_,13.72
_00303_,13.72
_00791_,13.72
_03819_,13.72
_00032_,13.71
_04879_,13.7
_00096_,13.68
_01931_,13.68
_04446_,13.68
net176,13.68
_00116_,13.66
_01657_,13.66
_03710_,13.66
_00149_,13.64
_00282_,13.64
_00634_,13.64
_04052_,13.64
_04455_,13.64
_05075_,13.64
_00419_,13.62
_01971_,13.62
_05060_,13.62
_05167_,13.62
_02588_,13.615
_01337_,13.6
_01457_,13.6
_01479_,13.6
_04779_,13.6
_05480_,13.6
_01711_,13.58
_03507_,13.58
_05533_,13.58
_01428_,13.56
_03076_,13.56
_01765_,13.54
_03210_,13.54
_03443_,13.54
_04174_,13.54
_05105_,13.54
_05617_,13.54
_05417_,13.52
net204,13.52
net205,13.52
_00389_,13.5
_03905_,13.5
_04239_,13.5
_05225_,13.5
_01788_,13.48
_02029_,13.48
_02602_,13.48
_02917_,13.48
_04859_,13.48
product[5],13.48
_04727_,13.47
_02084_,13.46
_03786_,13.46
_00996_,13.44
_02945_,13.44
_04765_,13.435
_04051_,13.42
_04893_,13.42
_00540_,13.4
_01015_,13.4
_01130_,13.4
_02439_,13.4
_03036_,13.4
_03226_,13.4
_01025_,13.38
_03064_,13.38
_04921_,13.38
_05570_,13.38
_04325_,13.375
_01755_,13.36
net201,13.34
_00120_,13.3
_00469_,13.3
_02009_,13.3
_04027_,13.3
_01120_,13.29
_03143_,13.285
_02967_,13.28
_05600_,13.28
_00628_,13.27
_00129_,13.26
_00177_,13.26
_00790_,13.26
_01320_,13.26
_01634_,13.26
